"","num","AAA.x","GAA.x","CAA.x","TAA.x","AGA.x","GGA.x","CGA.x","TGA.x","ACA.x","GCA.x","CCA.x","TCA.x","ATA.x","GTA.x","CTA.x","TTA.x","AAG.x","GAG.x","CAG.x","TAG.x","AGG.x","GGG.x","CGG.x","TGG.x","ACG.x","GCG.x","CCG.x","TCG.x","ATG.x","GTG.x","CTG.x","TTG.x","AAC.x","GAC.x","CAC.x","TAC.x","AGC.x","GGC.x","CGC.x","TGC.x","ACC.x","GCC.x","CCC.x","TCC.x","ATC.x","GTC.x","CTC.x","TTC.x","AAT.x","GAT.x","CAT.x","TAT.x","AGT.x","GGT.x","CGT.x","TGT.x","ACT.x","GCT.x","CCT.x","TCT.x","ATT.x","GTT.x","CTT.x","TTT.x","class.x","AAA.y","GAA.y","CAA.y","TAA.y","AGA.y","GGA.y","CGA.y","TGA.y","ACA.y","GCA.y","CCA.y","TCA.y","ATA.y","GTA.y","CTA.y","TTA.y","AAG.y","GAG.y","CAG.y","TAG.y","AGG.y","GGG.y","CGG.y","TGG.y","ACG.y","GCG.y","CCG.y","TCG.y","ATG.y","GTG.y","CTG.y","TTG.y","AAC.y","GAC.y","CAC.y","TAC.y","AGC.y","GGC.y","CGC.y","TGC.y","ACC.y","GCC.y","CCC.y","TCC.y","ATC.y","GTC.y","CTC.y","TTC.y","AAT.y","GAT.y","CAT.y","TAT.y","AGT.y","GGT.y","CGT.y","TGT.y","ACT.y","GCT.y","CCT.y","TCT.y","ATT.y","GTT.y","CTT.y","TTT.y","class.y"
"11",11,5,1,2,3,0,0,0,1,2,1,0,3,2,1,2,5,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0,1,1,0,0,0,1,1,0,0,1,2,0,1,4,3,0,3,4,1,1,0,1,1,0,2,3,5,1,3,3,"0",2,0,2,1,0,3,0,2,5,0,1,0,1,0,0,2,2,0,0,0,1,4,0,1,0,0,1,0,1,0,2,3,0,3,0,2,0,0,0,1,0,0,0,3,3,0,0,2,1,2,4,0,1,0,1,2,0,1,1,2,2,3,2,9,"0"
"12",12,2,1,3,0,1,2,0,0,4,1,1,2,0,0,0,1,2,1,3,1,3,5,0,2,1,0,0,0,0,0,3,1,2,1,2,0,2,1,0,2,0,4,2,1,1,2,3,1,0,0,1,0,1,2,1,0,0,0,4,3,0,2,1,0,"0",9,4,3,2,4,3,0,1,3,2,0,1,0,0,0,2,5,3,1,0,3,2,0,2,0,0,0,0,1,1,1,2,3,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,2,1,2,1,"0"
"13",13,11,4,0,3,4,3,0,0,1,0,3,0,3,1,2,2,2,1,1,4,2,0,1,0,0,0,1,0,1,0,1,0,2,0,1,1,1,0,0,1,2,1,2,1,1,0,0,1,3,2,1,0,1,0,0,1,1,1,0,1,1,1,1,0,"0",0,1,1,1,0,2,0,1,0,2,2,0,2,2,0,0,0,0,3,0,0,2,2,2,2,0,1,0,2,1,4,3,2,1,0,2,1,1,0,5,2,1,3,1,0,1,1,0,1,1,0,1,2,1,1,1,1,4,1,1,0,1,2,4,"0"
"14",14,1,0,1,2,2,0,0,4,2,1,1,0,0,2,1,0,0,3,4,0,3,0,1,0,1,0,0,0,2,4,5,1,1,2,0,1,1,2,0,2,1,0,0,0,0,0,0,2,2,1,0,0,1,2,0,6,0,4,0,2,0,3,0,5,"0",6,1,2,1,1,0,2,0,2,2,1,1,1,0,2,1,0,2,2,1,2,4,1,3,0,1,2,1,2,0,1,0,2,1,0,2,2,3,0,0,2,2,2,0,0,1,0,2,2,0,2,0,0,3,1,0,1,0,1,1,1,2,0,1,"0"
"15",15,4,0,2,0,2,3,0,1,4,1,1,3,0,0,0,0,1,1,4,0,3,3,0,4,0,0,0,0,0,2,4,2,1,3,1,0,0,2,0,1,2,0,1,1,1,2,0,1,0,2,2,0,1,2,0,2,0,2,2,0,3,1,0,1,"0",0,2,0,1,4,2,0,2,0,1,0,0,2,2,3,2,1,4,1,5,6,9,0,1,0,0,0,0,1,1,2,0,2,0,0,0,0,2,0,0,1,0,1,2,2,0,0,0,0,2,0,3,1,3,0,0,1,1,3,1,0,1,1,0,"0"
"16",16,2,2,0,2,3,1,0,1,3,3,1,0,0,2,1,1,2,2,5,1,2,3,1,1,0,0,1,0,0,0,2,1,2,1,2,0,4,2,0,0,1,0,2,2,1,0,3,1,0,0,0,1,1,1,0,1,1,3,2,2,0,1,2,0,"0",1,0,1,4,0,0,0,1,2,3,2,0,2,3,0,1,1,0,4,1,0,1,1,2,0,1,0,0,2,2,0,5,2,0,1,0,3,2,0,1,0,2,0,1,0,1,0,0,2,1,1,1,3,1,0,5,1,0,1,0,1,2,2,5,"0"
"17",17,2,1,3,1,2,0,0,2,1,1,2,2,2,0,0,3,3,1,1,1,2,1,0,0,1,1,0,0,1,1,3,1,1,2,0,0,0,2,1,1,1,1,1,1,1,2,0,1,1,0,2,3,2,0,1,3,0,1,1,1,2,3,0,5,"0",3,3,0,2,1,2,0,4,2,0,1,2,2,2,0,3,0,0,1,3,1,1,0,1,0,0,0,0,3,0,0,3,2,1,1,1,0,0,0,0,1,0,0,1,0,1,0,2,3,3,3,1,2,0,0,1,2,0,1,0,5,0,3,5,"0"
"18",18,4,2,0,3,2,0,0,0,1,0,0,2,5,0,1,4,0,0,1,1,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,4,4,0,1,5,0,1,0,1,1,0,2,2,3,2,3,14,"0",1,2,0,1,3,1,0,0,0,1,4,1,1,1,2,0,1,0,2,2,0,0,0,2,0,0,2,0,0,0,3,1,1,1,2,1,2,1,0,1,4,2,9,4,2,0,2,1,1,1,2,0,0,0,1,1,1,1,4,1,1,1,0,0,"0"
"19",19,0,1,0,0,1,4,1,1,3,2,3,0,1,0,1,0,1,4,5,0,5,5,0,3,0,1,0,0,2,3,0,1,0,3,0,1,1,4,0,0,0,1,1,2,1,0,2,0,0,0,3,1,2,0,0,2,1,1,0,1,0,1,0,3,"0",0,0,1,0,3,3,1,1,1,2,2,1,0,0,1,0,1,6,2,1,5,2,0,2,0,3,1,0,0,2,1,3,0,2,2,0,1,1,3,1,2,0,0,1,1,2,2,0,0,0,2,0,1,3,0,2,1,1,0,3,1,2,0,0,"0"
"20",20,4,4,0,1,5,0,0,2,0,1,0,1,0,3,2,3,2,2,1,4,2,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1,0,0,1,0,0,2,0,0,1,4,2,1,0,2,2,2,0,1,2,0,3,1,5,1,3,2,"0",0,1,0,1,1,0,1,0,1,0,5,1,0,1,1,1,0,0,2,2,1,1,1,2,1,0,1,1,2,1,1,2,0,1,3,0,1,2,1,1,2,4,2,1,2,1,1,1,2,0,2,0,1,2,0,3,0,2,1,2,0,3,1,5,"0"
"21",21,5,0,2,2,1,1,0,2,1,1,1,3,1,2,2,1,1,2,1,1,3,0,0,1,1,0,0,0,0,1,1,1,1,1,2,2,1,1,0,0,1,1,0,1,1,0,2,2,1,1,1,1,0,2,1,0,3,0,2,2,2,0,2,7,"0",4,1,0,2,1,0,0,2,2,1,2,0,3,3,1,4,0,0,2,1,1,0,0,1,1,0,0,0,1,1,0,5,1,1,0,3,0,0,0,2,1,1,0,1,0,0,0,1,2,1,2,5,1,2,1,2,1,0,1,0,6,2,1,2,"0"
"22",22,0,3,1,1,3,5,0,2,1,1,2,0,0,2,2,0,3,3,2,1,3,2,0,4,0,0,0,0,5,0,1,1,1,2,0,0,0,1,0,0,2,1,3,1,1,1,0,0,1,2,1,2,3,1,0,1,0,0,2,1,0,2,0,2,"0",0,0,0,2,1,1,0,0,1,0,0,0,0,2,2,1,1,0,0,1,0,1,3,2,0,3,1,0,1,4,2,1,1,0,0,1,0,0,1,4,1,0,1,2,1,2,3,2,0,1,1,1,2,4,0,2,0,2,2,6,1,0,3,5,"0"
"23",23,3,1,2,1,1,3,1,2,2,0,4,2,1,0,1,0,1,4,2,0,4,1,1,3,0,1,0,2,1,2,2,0,1,1,3,0,1,3,1,0,2,3,0,0,2,1,0,1,1,1,1,1,1,3,0,0,1,1,1,0,0,1,0,0,"0",1,2,0,0,1,3,1,2,1,1,0,3,0,1,0,0,2,3,2,1,3,3,1,1,0,1,2,2,1,2,2,2,0,1,2,0,3,0,0,3,0,1,0,1,1,2,1,1,0,1,1,0,1,2,3,1,2,3,0,0,0,2,1,2,"0"
"24",24,5,3,0,4,4,1,0,2,1,2,0,0,1,0,4,5,3,0,1,4,1,0,0,0,0,0,0,0,0,2,1,0,3,3,0,1,1,0,0,2,0,0,0,1,2,0,1,0,1,1,2,1,2,0,0,0,5,1,1,2,2,0,3,0,"0",7,1,6,0,5,0,0,1,3,3,4,3,2,0,0,1,3,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,0,3,0,0,0,4,0,3,1,2,0,3,0,2,2,0,2,0,0,0,0,1,0,1,1,1,0,0,0,"0"
"25",25,1,1,2,0,4,0,0,0,4,2,2,2,1,1,1,0,2,1,4,2,1,1,0,3,0,1,0,0,0,2,2,1,1,2,3,0,1,3,0,1,1,2,3,1,1,1,1,1,0,0,1,1,3,1,1,1,1,0,2,1,1,1,0,2,"0",1,3,3,0,0,3,1,2,2,0,3,2,0,0,1,0,2,1,2,0,2,3,0,2,0,0,1,0,2,1,1,3,2,1,2,1,0,0,0,0,4,0,0,1,1,1,1,2,2,1,1,0,3,1,0,3,0,0,1,2,1,5,0,2,"0"
"26",26,2,1,1,2,4,1,0,0,2,2,1,0,0,2,3,1,1,3,3,2,2,0,0,3,0,0,0,0,0,1,3,1,3,0,0,1,1,2,0,2,1,1,2,1,0,1,1,2,0,1,1,1,2,2,0,0,1,2,2,3,2,0,2,1,"0",4,1,2,4,1,0,0,0,3,0,1,2,2,1,1,2,2,0,3,1,1,0,0,0,0,0,0,0,0,2,2,3,4,0,0,1,0,0,0,4,1,2,0,2,0,2,1,1,1,0,1,0,4,1,0,2,1,2,4,0,0,2,3,2,"0"
"27",27,0,3,0,0,3,2,4,0,0,0,0,0,1,2,0,0,2,5,0,1,3,7,2,1,1,3,3,2,0,2,1,1,1,1,0,1,1,1,2,1,2,1,3,1,0,3,1,0,0,0,0,1,1,3,0,2,0,1,1,1,0,0,1,0,"0",4,2,3,2,2,1,0,2,0,1,1,3,2,0,2,0,1,2,1,1,1,1,0,1,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,2,0,1,0,1,1,1,4,3,3,1,1,1,2,1,0,1,2,0,1,5,1,2,2,3,"0"
"28",28,2,2,3,2,3,0,0,2,1,1,1,2,2,2,1,3,3,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,5,2,2,2,1,3,0,0,1,0,0,1,3,5,2,2,7,"0",0,3,0,0,2,3,0,4,0,2,2,0,0,0,0,0,0,6,3,0,3,2,0,4,0,1,0,0,1,6,4,2,2,0,1,0,2,2,0,3,1,2,0,1,0,0,1,0,1,1,0,0,2,2,1,1,2,2,2,0,1,0,1,0,"0"
"29",29,0,0,0,0,1,1,0,0,0,1,4,0,1,2,0,0,0,1,4,0,3,3,3,2,1,2,3,2,2,1,1,0,0,1,1,0,1,4,4,0,1,5,1,3,0,2,3,1,0,0,0,3,0,3,1,2,0,1,2,1,0,1,0,0,"0",0,1,0,2,1,0,0,2,2,0,0,4,2,0,0,1,0,0,3,0,0,2,1,5,0,0,1,0,2,4,2,1,3,0,0,1,0,3,0,0,1,0,0,2,1,2,2,1,0,2,3,0,2,3,0,1,2,3,2,0,0,0,3,6,"0"
"30",30,0,2,1,2,2,2,0,2,1,1,0,2,3,3,1,1,3,1,2,1,1,2,0,2,0,0,0,0,2,2,2,2,1,3,0,0,2,0,0,1,0,2,0,0,1,0,0,2,1,0,1,5,2,1,0,2,3,0,2,1,1,0,3,2,"0",3,4,0,1,2,1,0,4,3,1,0,0,2,0,3,1,1,1,1,2,0,0,0,2,0,0,0,0,4,1,0,2,0,2,1,1,0,1,0,0,0,0,0,1,1,2,0,3,4,0,2,2,2,0,0,1,1,0,1,5,1,1,4,4,"0"
"31",31,1,1,1,2,2,1,0,0,0,3,2,1,1,4,2,1,3,2,2,5,3,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,2,0,1,1,2,0,2,1,1,0,1,3,0,0,2,1,5,3,0,0,0,1,1,3,0,2,2,1,"0",11,4,3,3,2,1,0,4,2,1,1,1,3,0,1,2,1,0,1,2,1,0,0,0,0,0,0,0,1,0,1,3,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,6,2,1,1,1,0,0,0,1,0,0,1,5,1,0,3,"0"
"32",32,0,5,1,1,2,2,1,1,2,4,0,0,0,1,1,2,3,0,3,0,1,1,0,3,0,0,1,0,2,0,2,3,2,1,0,0,1,1,0,2,0,0,0,1,0,1,0,2,2,0,2,3,2,1,0,1,1,0,1,2,4,2,1,4,"0",0,1,2,2,0,2,0,2,0,3,2,2,0,1,1,0,2,0,2,0,2,0,0,4,0,0,1,0,3,1,6,0,1,2,2,0,1,2,1,3,1,3,5,1,0,2,1,0,2,1,0,0,1,2,0,1,4,2,2,0,0,0,0,0,"0"
"33",33,3,1,1,1,1,1,0,2,3,1,3,2,0,0,2,3,1,0,4,0,2,0,0,0,0,0,0,0,2,1,1,1,1,2,2,3,1,1,0,3,2,3,0,0,1,0,2,1,1,1,2,1,1,0,0,0,3,1,2,1,2,0,3,3,"0",8,1,1,2,2,2,0,1,2,0,1,1,1,0,3,1,0,3,1,1,2,1,0,3,0,1,1,0,1,2,2,1,2,1,1,2,1,2,0,0,2,0,2,0,1,2,1,0,2,1,1,0,0,1,2,1,2,2,0,3,1,0,1,0,"0"
"34",34,0,1,0,1,1,0,0,2,2,0,0,1,2,1,1,3,1,0,2,3,0,1,0,4,0,0,0,0,0,2,4,4,0,2,0,1,3,1,0,2,1,1,0,0,0,1,1,0,1,0,1,2,2,3,0,2,0,5,2,1,3,2,2,4,"0",0,0,1,1,0,0,0,2,1,1,1,2,3,1,2,1,0,0,2,2,1,0,0,2,0,0,0,0,2,1,1,4,1,1,0,0,0,1,0,0,1,0,0,1,2,1,1,3,1,1,2,4,3,2,1,3,0,0,1,4,1,6,1,6,"0"
"35",35,4,1,1,2,1,0,0,1,1,0,0,3,1,2,1,1,2,0,1,3,1,1,1,1,0,1,1,0,0,1,2,2,0,1,2,0,3,1,0,1,1,2,0,1,1,1,2,2,2,0,1,0,1,2,1,2,1,2,3,2,0,2,3,3,"0",2,1,1,1,0,1,0,3,2,0,2,1,0,1,0,1,1,1,1,0,0,0,0,2,0,0,1,1,3,6,1,2,2,0,1,0,1,0,0,1,1,0,2,2,2,1,2,1,0,2,2,2,2,1,2,5,0,2,0,2,1,2,1,4,"0"
"36",36,5,4,4,0,4,1,0,1,2,1,3,2,2,0,1,1,4,0,3,0,1,1,0,1,0,0,0,0,0,1,0,2,1,1,1,2,1,1,0,0,2,1,0,1,1,1,0,1,2,1,1,2,1,0,0,1,1,0,1,0,3,0,1,7,"0",1,1,1,1,1,1,1,1,1,0,0,3,0,1,0,3,1,2,0,0,1,0,0,2,0,0,1,0,0,1,1,5,1,0,0,2,0,0,0,1,1,0,0,0,0,1,2,5,1,1,3,1,0,2,0,3,1,1,0,5,6,2,4,6,"0"
"37",37,2,3,1,1,0,2,1,2,1,3,3,1,0,1,2,1,1,0,3,0,1,0,1,1,2,0,0,0,0,1,4,1,3,1,3,2,2,0,0,3,3,0,0,2,1,0,1,1,1,1,2,1,1,1,0,0,3,2,2,0,3,0,0,1,"0",1,0,0,1,2,3,0,2,3,3,0,1,1,0,3,0,0,3,5,1,6,7,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,3,0,1,1,0,1,2,1,0,1,2,0,2,1,1,1,1,0,0,1,1,3,1,2,2,1,0,"0"
"38",38,1,1,2,0,1,1,0,1,2,2,2,3,0,1,0,0,0,2,5,1,3,0,0,4,0,1,1,0,1,4,2,1,2,0,1,0,2,2,0,1,1,2,3,1,1,3,0,1,1,0,2,0,1,4,2,2,0,0,1,1,1,1,0,1,"0",0,1,0,0,0,3,0,0,1,1,4,1,0,0,0,0,0,1,5,0,2,0,0,3,0,1,1,0,0,4,4,2,0,1,1,0,3,2,1,2,1,2,3,4,1,1,4,0,1,0,0,0,1,0,1,5,0,4,2,1,0,2,0,2,"0"
"39",39,3,1,1,1,0,1,0,2,3,0,0,0,1,1,0,3,0,1,0,2,1,0,0,3,0,0,0,0,2,2,1,6,1,1,1,1,0,1,0,0,1,1,1,0,0,2,0,0,3,0,1,1,1,2,0,6,0,0,2,2,2,4,3,7,"0",2,1,2,3,1,2,1,2,2,2,0,1,3,0,0,3,2,1,2,1,1,0,0,2,0,1,0,0,1,0,2,2,1,1,0,0,2,1,0,1,0,1,1,1,1,1,0,1,3,3,2,2,2,0,0,0,0,0,2,1,5,1,1,5,"0"
"40",40,1,0,1,0,1,1,1,1,0,1,2,2,0,0,0,0,0,3,2,0,1,7,0,7,0,0,0,1,1,4,4,4,0,1,1,0,1,4,0,1,1,3,1,0,0,2,0,0,1,0,1,0,2,3,0,3,1,2,2,0,1,2,1,0,"0",3,4,1,1,1,2,0,3,1,1,0,0,3,2,0,3,2,1,0,4,1,0,0,1,0,0,0,0,0,3,1,1,2,1,0,1,1,0,0,0,0,0,1,2,0,0,3,2,2,0,1,2,4,0,0,1,3,0,2,3,2,0,3,4,"0"
"41",41,1,3,1,0,4,3,0,0,0,1,3,1,0,1,1,1,1,2,3,1,1,2,1,4,0,1,0,0,1,3,1,4,1,2,1,0,1,2,0,1,2,2,1,0,1,0,0,0,2,0,0,1,1,1,0,4,2,0,1,0,1,2,1,4,"0",4,3,5,1,2,1,0,2,10,1,1,0,1,1,1,0,2,0,2,1,2,1,0,1,0,0,0,0,2,0,1,1,4,2,3,1,1,1,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,1,0,1,0,1,0,3,2,1,0,4,"0"
"42",42,0,1,0,0,2,0,1,3,1,0,2,2,0,2,0,1,0,1,1,2,1,2,1,1,1,0,1,1,0,2,2,3,1,3,4,0,0,1,0,0,5,0,1,0,0,1,1,2,0,1,0,1,1,2,1,3,0,1,2,1,3,2,1,7,"0",0,2,1,2,0,1,0,1,1,3,0,1,2,1,3,4,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,4,2,0,0,7,2,0,0,3,0,0,0,0,1,1,2,0,4,0,2,0,0,0,1,1,7,2,0,2,3,0,5,2,"0"
"43",43,7,1,1,4,1,0,0,1,2,0,0,1,5,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,4,3,0,0,1,3,1,0,1,0,1,3,16,"0",2,2,2,3,1,2,0,0,2,1,0,2,0,2,2,3,4,0,0,1,1,0,0,1,0,0,0,0,2,2,2,1,1,1,1,2,2,0,0,0,1,0,0,0,1,1,1,3,2,0,2,1,1,0,0,6,2,0,1,4,3,2,2,1,"0"
"44",44,4,1,1,3,0,0,0,1,1,2,0,2,2,3,2,3,3,0,1,2,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,3,0,0,1,0,0,0,0,0,2,1,2,1,0,3,4,2,1,0,4,0,2,0,4,4,1,1,4,"0",0,0,0,2,1,2,0,2,4,1,0,2,3,2,2,1,1,3,3,1,1,1,0,1,0,0,0,0,2,0,2,3,1,1,1,2,2,0,0,1,0,0,0,0,1,1,1,1,0,1,3,3,4,0,0,3,2,2,0,2,1,3,1,2,"0"
"45",45,1,2,0,3,1,2,0,2,2,2,1,3,3,1,0,4,1,0,3,0,1,0,0,2,0,0,0,0,1,0,3,2,0,2,1,5,2,0,0,1,1,0,0,0,0,1,1,1,4,1,4,0,0,1,0,1,5,0,0,1,5,0,2,0,"0",1,1,2,1,4,6,1,1,1,4,1,0,0,2,0,0,1,7,4,1,6,1,0,5,0,1,0,0,2,0,2,2,1,1,0,0,3,3,0,1,0,1,1,0,0,0,0,0,1,3,0,0,0,2,0,0,1,1,0,0,2,0,0,1,"0"
"46",46,1,0,0,2,1,3,0,0,1,0,0,3,2,2,0,0,0,0,1,0,0,0,1,3,0,1,1,0,2,2,2,1,0,2,1,0,0,0,0,1,0,0,1,1,1,0,1,5,2,2,2,2,0,1,1,3,2,0,0,3,4,1,2,12,"0",2,0,0,3,2,2,0,2,4,2,0,2,2,1,1,1,2,0,4,0,1,0,0,1,0,0,0,0,3,0,1,2,1,1,3,0,2,0,0,3,0,2,0,0,0,0,0,3,0,5,2,2,1,0,0,0,1,1,2,1,3,0,3,5,"0"
