"","num","AAA.x","GAA.x","CAA.x","TAA.x","AGA.x","GGA.x","CGA.x","TGA.x","ACA.x","GCA.x","CCA.x","TCA.x","ATA.x","GTA.x","CTA.x","TTA.x","AAG.x","GAG.x","CAG.x","TAG.x","AGG.x","GGG.x","CGG.x","TGG.x","ACG.x","GCG.x","CCG.x","TCG.x","ATG.x","GTG.x","CTG.x","TTG.x","AAC.x","GAC.x","CAC.x","TAC.x","AGC.x","GGC.x","CGC.x","TGC.x","ACC.x","GCC.x","CCC.x","TCC.x","ATC.x","GTC.x","CTC.x","TTC.x","AAT.x","GAT.x","CAT.x","TAT.x","AGT.x","GGT.x","CGT.x","TGT.x","ACT.x","GCT.x","CCT.x","TCT.x","ATT.x","GTT.x","CTT.x","TTT.x","class.x","AAA.y","GAA.y","CAA.y","TAA.y","AGA.y","GGA.y","CGA.y","TGA.y","ACA.y","GCA.y","CCA.y","TCA.y","ATA.y","GTA.y","CTA.y","TTA.y","AAG.y","GAG.y","CAG.y","TAG.y","AGG.y","GGG.y","CGG.y","TGG.y","ACG.y","GCG.y","CCG.y","TCG.y","ATG.y","GTG.y","CTG.y","TTG.y","AAC.y","GAC.y","CAC.y","TAC.y","AGC.y","GGC.y","CGC.y","TGC.y","ACC.y","GCC.y","CCC.y","TCC.y","ATC.y","GTC.y","CTC.y","TTC.y","AAT.y","GAT.y","CAT.y","TAT.y","AGT.y","GGT.y","CGT.y","TGT.y","ACT.y","GCT.y","CCT.y","TCT.y","ATT.y","GTT.y","CTT.y","TTT.y","class.y"
"11",11,9,2,3,7,1,1,0,1,4,3,2,4,6,2,4,8,1,0,2,4,2,0,0,0,0,0,0,0,3,1,1,1,3,1,3,1,2,0,0,3,2,0,1,3,3,0,2,5,8,0,5,7,2,1,0,2,2,2,3,3,8,2,3,10,"0",3,0,4,4,1,3,0,3,6,0,2,3,5,2,1,4,3,0,1,2,2,4,0,1,0,0,1,0,2,1,3,6,0,4,0,2,0,0,0,3,0,1,0,5,4,1,2,4,4,3,6,4,3,0,1,5,0,2,3,3,7,5,2,18,"0"
"12",12,4,3,3,1,2,3,1,0,6,2,2,4,0,1,2,2,4,1,7,2,5,9,1,3,1,0,1,1,0,2,3,3,2,2,2,1,5,3,0,3,0,6,2,3,1,2,5,5,1,0,2,1,2,3,2,2,0,3,5,5,3,4,3,2,"0",13,6,4,3,6,5,0,1,4,4,1,2,1,1,0,6,7,3,3,0,4,6,0,6,0,0,0,0,1,1,4,4,4,1,1,1,2,3,0,2,1,1,0,0,1,1,1,2,2,2,2,4,1,2,0,2,2,2,1,3,7,2,3,7,"0"
"13",13,17,5,0,4,4,3,0,1,1,0,5,0,5,3,2,5,2,1,2,4,3,0,1,1,1,0,1,0,2,2,2,3,3,0,2,2,1,1,0,2,3,1,3,3,1,0,1,3,4,2,2,6,1,1,1,5,2,3,1,2,6,3,3,11,"0",0,2,3,2,3,4,0,2,2,4,5,1,2,2,1,0,2,3,6,0,1,3,2,7,2,0,2,0,3,2,5,5,3,2,1,2,2,4,0,5,3,3,5,3,0,1,1,4,2,2,3,1,5,1,2,1,1,4,2,2,3,4,2,9,"0"
"14",14,4,1,1,3,2,1,0,6,3,3,2,0,0,3,2,1,1,4,5,1,3,0,2,2,2,0,0,1,3,8,6,6,1,2,0,2,4,3,0,4,1,0,2,2,1,0,1,3,3,2,1,0,2,3,1,11,0,8,1,2,2,6,2,13,"0",6,2,2,1,1,3,3,2,2,3,3,2,1,1,2,1,1,5,4,2,5,7,2,7,0,2,3,2,2,5,4,1,2,1,2,2,4,6,0,2,3,4,4,2,2,2,1,3,3,1,2,0,2,5,2,1,2,2,3,2,1,2,2,2,"0"
"15",15,5,1,4,1,2,5,0,1,4,1,5,3,1,1,1,4,1,2,4,3,4,5,0,6,1,0,0,0,2,2,8,2,2,3,3,2,1,3,1,4,3,4,4,2,1,3,2,1,3,2,2,1,3,2,0,2,2,4,4,2,4,1,1,8,"0",1,4,0,1,4,5,0,2,1,2,1,0,2,2,5,5,2,4,2,10,9,10,1,3,0,1,0,0,1,3,5,2,2,0,1,1,2,5,0,2,1,2,1,3,4,2,0,1,1,3,1,3,3,3,0,3,2,4,5,4,1,2,5,4,"0"
"16",16,3,7,1,2,7,1,0,5,3,3,5,1,0,3,1,1,7,4,7,1,2,3,1,4,0,0,1,0,1,0,4,5,3,2,3,0,8,5,1,0,3,4,2,3,1,0,3,3,0,0,1,2,2,1,0,1,2,7,4,3,1,1,7,3,"0",1,0,1,5,0,0,0,1,2,3,5,2,4,5,0,5,1,0,6,3,0,1,1,2,0,1,0,0,2,5,1,8,2,0,2,3,3,2,0,2,4,3,0,2,2,2,0,2,3,1,3,3,7,1,0,11,1,0,4,2,2,7,6,14,"0"
"17",17,3,2,4,4,4,2,0,3,5,4,2,2,5,1,3,6,3,2,3,3,3,2,1,2,2,1,0,0,3,1,4,3,3,3,1,5,1,3,1,2,1,1,1,2,2,2,0,1,4,2,5,3,3,1,1,4,3,1,2,1,4,5,0,8,"0",3,5,0,2,1,4,0,6,3,0,4,3,4,3,2,5,0,1,2,4,2,2,0,3,0,0,0,0,6,1,1,3,3,1,1,1,0,0,0,0,1,0,0,4,0,3,0,7,4,4,7,7,4,1,0,2,2,0,1,3,12,0,4,17,"0"
"18",18,6,5,1,7,5,1,0,1,2,0,0,3,8,1,2,8,4,1,1,1,1,2,0,3,0,0,0,0,1,0,3,3,2,0,2,3,0,1,0,0,1,0,1,2,1,1,1,4,7,1,1,7,1,2,0,3,4,1,3,2,6,4,4,24,"0",1,4,1,1,5,3,1,1,2,1,5,2,1,2,4,2,3,1,2,5,2,1,0,3,0,0,2,0,0,1,6,2,2,4,3,3,3,1,0,1,6,2,9,5,3,1,4,5,1,1,4,0,2,1,1,4,3,2,6,6,2,4,3,3,"0"
"19",19,0,1,1,1,3,6,2,3,6,4,5,1,2,1,1,1,1,8,7,0,8,6,0,6,0,1,0,1,3,4,2,4,0,3,4,2,2,6,0,1,1,2,4,3,2,2,3,0,2,2,4,2,2,2,0,3,2,2,1,2,3,1,1,6,"0",0,2,1,0,4,6,2,2,3,4,3,1,0,1,1,1,3,8,4,2,9,4,0,5,1,4,2,1,2,3,4,4,0,4,2,1,2,4,5,2,2,2,0,3,1,5,4,1,0,1,4,0,2,4,1,4,1,2,2,6,2,2,2,1,"0"
"20",20,6,6,1,3,8,2,0,5,2,5,1,2,3,5,2,3,6,6,4,6,4,1,0,1,0,0,0,0,1,4,1,5,1,0,4,2,2,1,0,2,3,0,0,2,0,0,1,4,3,3,1,2,7,2,0,3,3,0,4,1,5,3,4,3,"0",0,1,2,1,1,1,2,3,1,0,8,3,1,2,1,2,1,1,3,4,2,2,1,3,1,0,1,2,3,4,5,2,0,3,5,0,3,2,1,3,6,6,4,5,3,1,8,1,3,2,2,1,3,3,0,5,0,3,8,3,1,4,1,5,"0"
"21",21,7,1,3,4,2,3,0,4,3,3,2,3,2,4,3,3,1,4,3,2,6,2,0,3,1,0,0,0,3,1,2,4,3,1,4,3,2,3,0,1,3,2,1,2,1,0,2,4,4,3,1,2,0,3,1,3,4,1,5,2,4,2,5,8,"0",11,3,3,5,4,0,0,2,3,2,3,3,7,3,3,7,3,0,3,3,2,0,0,1,1,0,0,0,1,2,0,6,2,1,1,5,1,0,0,2,3,1,0,1,0,1,0,3,6,2,5,6,2,3,1,4,2,0,2,0,11,4,1,8,"0"
"22",22,0,5,1,1,4,7,0,3,1,1,3,1,0,2,3,3,5,4,4,1,4,2,0,6,0,0,0,0,6,2,4,3,1,2,1,2,1,1,0,1,3,2,3,1,1,2,1,7,1,3,1,4,5,2,0,5,2,0,3,8,2,6,5,7,"0",1,2,3,3,2,1,2,3,1,1,2,1,0,3,2,1,5,4,1,1,1,4,3,2,0,6,1,0,2,7,2,7,3,1,0,1,3,0,1,7,1,1,1,3,1,3,3,3,0,2,1,1,5,5,1,6,3,3,2,6,1,4,6,7,"0"
"23",23,7,1,3,2,1,3,1,2,3,1,4,4,2,1,2,1,1,4,2,2,4,3,2,11,1,3,0,2,2,7,6,1,1,1,5,1,3,7,1,2,2,6,0,1,3,1,2,1,4,1,2,1,1,7,1,1,2,4,5,0,1,1,1,1,"0",1,4,0,0,2,4,1,4,3,3,3,3,0,1,1,1,3,4,4,3,5,7,1,2,0,1,2,2,2,4,4,4,0,2,3,0,6,2,0,4,0,4,0,4,3,2,3,3,1,1,5,0,2,2,3,4,2,4,3,2,1,4,3,7,"0"
"24",24,13,4,0,7,5,1,0,4,1,4,1,0,4,1,5,7,5,1,2,4,1,0,0,1,0,0,0,0,2,4,3,4,3,4,0,1,3,0,0,4,0,1,0,1,2,1,3,1,3,1,4,5,3,1,0,4,7,2,2,5,5,2,5,2,"0",13,1,10,0,8,1,0,1,6,5,6,6,3,2,0,2,5,2,9,3,2,2,0,1,0,0,0,0,1,1,2,0,3,4,4,2,5,2,0,0,5,1,4,3,2,2,5,1,3,2,0,2,4,0,0,2,2,1,3,1,1,1,1,1,"0"
"25",25,1,1,2,0,4,0,0,1,4,3,4,4,1,1,1,2,2,1,7,3,3,1,2,7,1,1,2,0,1,6,3,5,1,3,3,0,1,7,1,3,1,6,6,2,2,2,1,3,0,0,3,2,5,5,2,4,1,2,3,2,1,6,3,4,"0",6,5,3,1,3,5,1,3,5,1,7,3,2,0,2,1,4,1,3,1,2,5,1,4,0,0,2,0,4,4,1,5,3,5,5,3,0,0,0,2,8,0,3,2,1,1,2,3,2,1,5,0,4,2,0,5,3,0,1,2,1,6,1,3,"0"
"26",26,3,2,3,2,8,1,1,2,5,5,1,2,1,3,5,1,4,5,4,4,2,1,1,4,1,0,1,0,1,1,6,2,3,4,1,2,3,4,0,2,2,1,3,4,3,3,3,2,0,1,5,2,4,2,0,1,2,3,5,5,3,0,2,2,"0",8,1,2,9,2,0,0,2,6,0,1,2,4,3,2,7,2,0,5,2,1,0,0,1,0,0,0,0,1,2,3,6,4,3,0,3,0,0,0,5,1,2,0,2,1,2,1,1,6,0,3,2,6,2,0,4,3,3,4,1,5,5,5,13,"0"
"27",27,1,5,1,0,3,3,5,2,1,1,5,1,2,2,1,1,2,6,1,1,4,7,2,2,1,5,4,3,0,2,4,2,3,2,3,2,2,1,6,2,8,3,8,2,1,3,2,2,1,0,3,3,1,4,0,2,1,2,4,2,4,0,2,0,"0",10,5,5,6,7,2,0,6,2,1,1,3,4,2,3,1,6,5,1,1,2,3,0,2,0,0,0,0,3,1,2,4,4,2,0,1,1,0,0,2,0,1,0,1,1,1,4,4,6,3,1,2,3,2,0,1,5,1,1,6,4,2,3,9,"0"
"28",28,8,6,5,3,5,0,0,5,3,2,2,2,4,2,3,5,6,1,0,6,1,0,0,1,0,0,0,0,2,0,3,3,3,0,0,4,2,1,0,0,2,1,0,0,1,0,0,8,5,3,4,1,5,0,0,2,2,0,1,7,6,5,5,13,"0",4,3,1,4,4,4,0,5,1,3,4,1,4,1,2,0,0,8,7,1,5,4,1,7,0,3,0,0,1,10,6,2,3,1,1,1,3,5,1,3,1,3,0,2,0,1,3,1,5,1,0,0,4,4,1,4,4,3,3,2,1,1,1,0,"0"
"29",29,0,0,0,0,1,3,2,0,1,1,7,0,1,2,1,0,0,1,5,0,4,5,5,3,1,3,6,5,4,3,4,0,0,4,3,0,1,4,7,2,4,7,2,8,0,4,7,4,0,1,1,4,0,5,1,5,2,3,6,2,1,2,1,0,"0",6,3,1,5,3,3,0,3,2,2,3,5,2,2,0,2,2,2,6,0,3,5,1,7,0,0,1,0,3,5,4,2,5,0,1,1,2,4,0,1,2,1,1,4,2,3,3,2,2,4,4,0,3,4,0,3,3,4,3,1,2,0,4,7,"0"
"30",30,5,4,2,4,3,3,0,2,2,1,1,4,8,3,3,3,5,1,3,2,2,2,0,3,0,0,0,0,2,2,2,3,2,3,1,1,3,1,0,2,1,3,0,2,1,0,3,5,3,1,2,10,3,1,0,2,4,2,5,3,5,1,6,8,"0",3,5,0,3,3,1,0,7,3,2,1,3,4,1,3,6,3,1,3,3,3,1,0,3,0,0,0,0,6,1,1,5,0,2,3,1,1,1,0,0,1,0,3,2,3,4,1,3,6,2,3,7,3,4,0,3,2,0,2,6,5,4,5,7,"0"
"31",31,3,3,4,2,2,2,0,2,2,5,2,3,4,5,3,4,5,2,3,7,5,0,0,2,1,0,0,1,1,4,2,2,2,0,2,2,4,2,1,2,2,1,2,1,3,0,1,5,2,1,3,5,6,3,1,3,1,3,2,4,2,4,5,3,"0",15,4,4,5,3,1,0,4,4,2,2,2,4,0,1,8,2,0,1,3,1,0,0,0,0,0,0,0,2,0,1,3,3,1,3,1,1,0,0,3,3,0,2,1,4,0,1,3,8,3,2,4,1,0,0,0,1,2,2,4,7,1,6,20,"0"
"32",32,9,8,3,3,4,6,1,2,3,4,2,3,1,2,1,2,7,1,4,0,4,2,1,5,0,1,1,0,4,0,2,6,2,2,1,0,2,2,0,3,1,2,0,2,4,2,0,2,4,2,4,3,2,2,0,2,1,0,2,3,5,2,3,7,"0",0,1,4,2,0,2,0,2,2,5,7,3,0,1,1,0,3,0,4,0,3,0,1,6,0,1,1,2,4,1,7,1,2,2,4,0,3,4,2,5,2,5,17,6,3,4,2,3,2,1,5,0,1,4,1,1,4,3,5,0,1,1,2,0,"0"
"33",33,9,2,3,5,3,1,0,4,3,3,6,3,4,3,3,5,5,1,5,2,2,0,0,0,0,0,0,0,3,2,1,2,3,4,2,4,2,1,0,4,5,3,3,1,2,0,2,1,3,1,5,4,6,0,0,0,5,1,3,1,4,1,4,4,"0",8,1,1,3,2,5,2,2,2,1,3,2,1,3,4,1,0,7,3,3,6,4,3,6,1,4,2,1,1,4,4,2,2,1,3,3,3,7,1,1,2,3,3,1,3,2,2,0,3,2,1,0,1,3,2,2,4,4,1,3,1,0,2,1,"0"
"34",34,1,3,1,1,5,1,0,3,3,1,0,5,3,2,1,3,2,3,2,4,1,3,0,5,0,0,0,1,1,2,4,6,1,2,1,1,3,1,0,3,1,1,0,2,1,1,3,8,2,1,5,3,2,4,1,2,1,5,3,5,6,4,6,13,"0",2,0,1,3,0,0,0,3,1,1,1,2,5,3,4,5,1,0,2,3,2,1,0,3,1,0,0,1,3,4,2,6,1,1,0,2,0,1,0,1,1,1,0,1,4,3,2,4,3,2,2,9,4,4,2,8,1,0,2,9,4,7,4,16,"0"
"35",35,6,3,2,3,4,2,1,3,2,2,2,4,2,3,1,1,4,4,2,4,3,3,1,4,0,1,2,0,2,1,4,5,1,1,4,0,6,2,0,3,1,6,4,2,2,1,3,2,3,2,2,0,1,4,1,2,3,2,5,2,1,3,4,5,"0",5,1,3,3,1,1,0,4,2,1,5,2,2,4,2,1,2,2,2,1,1,0,0,2,0,0,1,1,3,7,4,5,2,0,2,2,2,0,0,3,2,1,3,5,4,3,4,1,3,3,3,3,3,2,2,10,3,3,2,4,3,3,2,8,"0"
"36",36,8,10,6,0,10,2,1,2,6,3,6,2,5,0,2,1,9,1,6,1,2,1,0,1,0,0,0,2,2,1,0,2,3,1,3,3,3,1,1,0,3,1,1,3,3,1,0,4,5,3,2,4,2,0,0,1,1,1,1,1,4,1,2,8,"0",1,1,3,3,4,2,1,1,3,1,2,6,0,2,0,5,1,4,3,1,2,0,0,2,0,0,1,1,2,3,2,6,2,0,1,2,2,0,0,2,1,0,4,3,1,3,2,9,4,3,5,1,1,2,1,8,1,3,1,5,11,3,6,9,"0"
"37",37,2,3,3,1,1,3,2,4,4,3,4,4,1,2,3,1,1,0,4,1,2,2,2,5,3,1,0,0,2,2,9,3,5,5,4,3,3,2,0,5,4,2,0,2,2,1,2,2,1,2,4,2,1,4,0,2,5,4,4,1,4,2,0,3,"0",1,0,0,2,2,5,0,2,3,3,1,2,2,0,4,0,0,3,7,1,8,8,0,2,0,0,0,0,1,1,3,4,1,2,1,2,0,3,0,3,1,0,2,5,2,2,3,3,1,4,1,1,1,2,0,3,2,3,5,3,2,3,3,30,"0"
"38",38,3,2,5,0,2,3,1,3,2,6,3,5,0,1,1,0,1,6,8,1,8,1,0,7,0,1,2,1,1,5,4,3,3,0,1,1,5,6,1,1,2,3,6,3,4,3,2,1,4,1,2,0,1,5,2,2,1,3,3,1,2,1,1,2,"0",2,1,1,1,1,3,0,1,4,2,9,2,0,0,0,2,1,3,8,0,3,0,0,4,0,1,1,0,1,6,8,2,1,1,7,1,5,4,1,5,5,6,7,5,1,1,6,1,1,0,1,1,3,0,1,6,1,6,6,2,1,3,1,2,"0"
"39",39,8,3,2,3,4,1,0,6,4,0,0,2,2,2,1,3,2,3,1,2,1,0,0,3,0,0,0,1,2,2,3,10,2,3,1,2,0,1,0,1,1,1,1,0,1,4,1,1,4,2,2,1,3,2,0,8,3,1,2,4,4,5,5,22,"0",3,4,2,4,2,4,1,4,2,2,1,3,3,1,0,8,3,1,2,2,1,1,1,4,1,1,2,0,4,2,4,4,1,3,2,0,2,1,2,3,2,3,1,1,3,1,0,2,6,3,2,6,3,1,0,2,1,2,3,2,8,2,4,10,"0"
"40",40,1,1,1,0,1,3,1,2,1,3,3,4,0,3,1,0,0,5,4,2,6,13,1,10,0,2,0,1,3,8,5,5,1,1,2,0,1,8,0,2,1,4,5,0,2,5,0,0,1,0,4,2,4,6,1,7,2,2,2,1,2,2,1,0,"0",6,4,4,4,1,3,0,4,2,3,0,3,4,3,1,5,2,2,1,5,2,3,0,4,1,0,0,0,2,3,2,3,2,1,2,1,3,1,1,0,0,0,1,4,1,0,6,4,8,0,1,3,4,2,0,2,3,2,4,4,5,2,4,11,"0"
"41",41,3,3,1,3,6,4,0,2,1,2,4,2,3,1,1,3,2,4,5,3,2,3,1,6,0,1,0,0,2,4,3,6,1,5,1,0,2,3,0,2,2,4,1,1,1,2,4,1,4,0,2,2,4,2,0,5,4,0,3,5,3,4,4,6,"0",12,7,7,5,4,3,0,5,13,1,1,1,4,3,2,1,5,1,3,2,5,2,0,3,1,0,0,0,5,2,1,1,7,2,4,2,1,2,0,0,1,1,2,0,0,0,2,2,7,2,2,1,1,3,1,1,0,1,1,3,3,1,0,6,"0"
"42",42,1,1,1,1,2,3,1,4,3,1,6,2,1,3,1,3,1,2,3,3,3,4,1,5,3,1,1,1,0,4,5,4,1,4,7,3,2,4,2,1,7,3,2,1,0,1,2,2,1,3,1,1,3,2,2,3,1,4,4,1,5,2,2,7,"0",2,6,4,4,3,3,0,2,5,4,2,3,3,1,4,5,3,0,4,2,3,0,0,1,0,0,0,1,1,0,3,4,5,1,3,7,2,0,0,4,3,0,2,0,2,1,2,4,6,1,3,0,1,1,1,1,8,2,1,6,4,2,8,5,"0"
"43",43,17,5,2,6,7,1,0,1,4,1,0,2,8,1,3,6,6,1,3,3,1,0,0,1,0,0,0,0,1,1,1,2,4,0,0,4,1,0,0,1,1,0,0,0,1,2,0,2,3,3,2,6,4,1,0,2,3,1,1,3,4,3,4,19,"0",5,4,3,6,2,3,1,1,3,2,0,6,2,3,2,7,8,1,1,2,2,0,0,3,1,0,0,1,2,3,3,3,2,1,1,4,4,0,0,0,1,0,0,0,4,1,3,4,3,1,6,2,4,2,1,7,3,2,1,5,4,7,3,3,"0"
"44",44,16,2,1,6,1,0,0,2,2,3,1,4,2,3,3,5,4,0,2,2,1,1,0,3,0,1,0,0,3,2,5,2,2,1,2,1,3,3,1,1,1,0,0,2,0,3,4,4,3,0,5,4,3,1,0,5,4,4,2,5,7,1,3,7,"0",1,3,0,2,2,4,0,6,4,3,0,2,4,3,3,1,2,5,5,2,2,1,0,3,0,0,0,0,4,2,4,7,2,2,1,2,4,0,0,3,0,0,0,1,2,1,2,4,2,2,3,5,6,1,0,5,3,4,1,6,1,6,5,10,"0"
"45",45,2,3,2,7,3,2,0,2,3,4,2,4,4,2,1,10,4,0,4,1,1,0,0,3,0,0,0,0,2,0,4,3,1,2,2,7,3,0,0,2,3,0,0,0,0,1,1,5,7,2,5,2,1,2,0,2,6,1,1,3,10,2,6,9,"0",4,6,5,2,6,8,1,2,1,6,2,5,0,2,0,2,6,8,6,1,9,2,0,6,0,1,0,0,4,1,2,4,2,1,1,0,4,3,0,2,1,1,2,0,2,1,2,2,5,3,2,1,2,4,0,0,2,1,0,2,5,2,1,3,"0"
"46",46,2,2,1,4,2,3,0,3,2,1,0,4,4,4,0,3,2,1,1,0,0,0,2,4,1,1,1,0,4,2,2,7,1,2,2,0,1,0,0,2,0,0,1,1,1,1,1,7,4,2,3,7,1,3,1,6,3,1,0,5,7,4,6,23,"0",7,2,0,7,5,4,0,3,7,3,1,2,5,4,2,4,5,1,5,4,3,2,0,2,0,0,0,0,5,0,1,5,4,2,4,0,4,0,0,3,2,2,0,0,0,0,0,3,0,7,4,4,3,0,0,3,1,2,3,1,5,2,4,7,"0"
