"","num","AAA.x","GAA.x","CAA.x","TAA.x","AGA.x","GGA.x","CGA.x","TGA.x","ACA.x","GCA.x","CCA.x","TCA.x","ATA.x","GTA.x","CTA.x","TTA.x","AAG.x","GAG.x","CAG.x","TAG.x","AGG.x","GGG.x","CGG.x","TGG.x","ACG.x","GCG.x","CCG.x","TCG.x","ATG.x","GTG.x","CTG.x","TTG.x","AAC.x","GAC.x","CAC.x","TAC.x","AGC.x","GGC.x","CGC.x","TGC.x","ACC.x","GCC.x","CCC.x","TCC.x","ATC.x","GTC.x","CTC.x","TTC.x","AAT.x","GAT.x","CAT.x","TAT.x","AGT.x","GGT.x","CGT.x","TGT.x","ACT.x","GCT.x","CCT.x","TCT.x","ATT.x","GTT.x","CTT.x","TTT.x","class.x","AAA.y","GAA.y","CAA.y","TAA.y","AGA.y","GGA.y","CGA.y","TGA.y","ACA.y","GCA.y","CCA.y","TCA.y","ATA.y","GTA.y","CTA.y","TTA.y","AAG.y","GAG.y","CAG.y","TAG.y","AGG.y","GGG.y","CGG.y","TGG.y","ACG.y","GCG.y","CCG.y","TCG.y","ATG.y","GTG.y","CTG.y","TTG.y","AAC.y","GAC.y","CAC.y","TAC.y","AGC.y","GGC.y","CGC.y","TGC.y","ACC.y","GCC.y","CCC.y","TCC.y","ATC.y","GTC.y","CTC.y","TTC.y","AAT.y","GAT.y","CAT.y","TAT.y","AGT.y","GGT.y","CGT.y","TGT.y","ACT.y","GCT.y","CCT.y","TCT.y","ATT.y","GTT.y","CTT.y","TTT.y","class.y"
"11",11,3,2,1,0,6,0,0,2,2,1,2,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Neg",0,0,1,0,1,1,0,2,1,1,1,1,1,0,1,0,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,3,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,"Neg"
"12",12,0,1,0,0,2,0,0,0,0,1,0,2,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,2,2,0,0,1,1,1,2,5,"Neg",2,1,2,1,1,1,0,1,0,1,0,1,0,0,3,0,3,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,1,1,0,1,0,0,0,"Neg"
"13",13,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0,2,3,0,0,1,2,0,1,2,0,0,0,1,0,3,0,2,2,0,0,0,0,0,0,0,1,2,1,1,2,1,0,0,0,0,"Neg",3,0,0,3,2,0,0,0,1,1,1,1,4,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,2,2,1,0,0,0,1,0,1,0,0,0,1,0,0,"Neg"
"14",14,2,1,2,0,2,1,0,0,0,2,0,1,0,1,0,1,1,1,0,3,2,2,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,"Neg",3,0,1,2,1,0,0,0,1,0,0,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,3,2,1,0,2,1,1,0,0,0,1,0,3,1,0,1,0,0,"Neg"
"15",15,2,3,1,0,3,1,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,3,1,0,3,7,"Neg",6,1,4,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,4,0,1,0,2,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,"Neg"
"16",16,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,2,0,1,0,1,1,0,0,0,0,0,0,2,0,2,0,0,1,1,0,1,1,0,1,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,2,1,1,1,1,1,0,1,0,"Neg",0,1,0,1,1,0,0,0,0,0,3,1,0,0,1,0,1,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,2,0,2,2,0,0,1,3,5,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,"Neg"
"17",17,1,1,1,0,1,3,0,1,1,0,2,1,0,0,0,0,0,2,2,0,1,1,0,1,0,0,1,0,1,0,1,0,2,2,0,0,1,0,0,0,3,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,"Neg",0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,4,1,2,4,1,0,0,0,2,0,0,2,2,0,0,2,4,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,"Neg"
"18",18,4,1,1,1,1,0,0,1,1,3,0,1,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,1,0,2,1,"Neg",0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,1,2,1,1,0,0,0,0,2,0,0,0,1,0,3,1,2,3,0,0,1,0,0,1,1,0,1,1,1,2,1,0,1,0,0,"Neg"
"19",19,5,2,2,2,1,0,0,1,2,0,2,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,"Neg",0,1,1,1,1,0,0,2,2,0,0,1,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,2,0,0,0,0,3,1,1,0,0,0,1,0,"Neg"
"20",20,3,1,1,2,4,0,0,1,1,0,0,1,2,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,1,0,0,0,0,1,2,0,2,"Neg",0,1,0,0,2,1,0,2,1,0,0,0,0,0,1,2,1,0,1,1,1,2,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,1,1,0,3,2,0,2,2,"Neg"
"21",21,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,5,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,2,1,1,0,0,0,1,0,4,2,0,4,"Neg",2,0,3,0,0,0,0,1,1,2,2,1,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,0,0,1,1,2,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,"Neg"
"22",22,0,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,1,1,2,1,1,1,0,0,2,0,0,1,1,0,2,1,1,3,0,0,1,0,0,0,1,1,0,1,1,2,1,0,0,1,0,"Neg",1,0,0,2,1,0,0,0,1,0,2,0,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,2,0,1,2,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,2,0,0,3,0,"Neg"
"23",23,0,0,0,2,0,0,0,2,1,0,0,0,2,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,2,0,1,0,4,0,0,1,"Neg",2,2,1,1,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,1,0,0,1,0,0,3,2,0,1,2,"Neg"
"24",24,1,0,1,0,1,0,0,2,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,1,0,1,2,0,2,2,0,0,3,2,0,0,0,1,0,0,0,0,1,1,2,3,0,0,1,0,"Neg",5,2,2,1,3,2,0,0,3,0,0,1,0,0,0,1,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"Neg"
"25",25,1,2,1,2,1,0,0,2,2,0,1,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,0,0,0,2,1,1,4,"Neg",1,2,1,0,3,1,0,1,0,0,2,0,0,0,2,1,3,2,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,"Neg"
"26",26,0,1,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,3,0,1,3,1,1,2,0,0,1,0,0,0,1,3,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0,0,1,1,1,0,"Neg",0,1,1,0,1,1,0,2,0,0,1,2,0,0,0,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,4,1,1,2,1,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,2,2,0,1,0,0,1,0,"Neg"
"27",27,0,0,3,2,1,0,0,1,3,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,1,0,0,0,3,0,1,2,"Neg",3,1,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,3,0,1,2,5,"Neg"
"28",28,4,0,1,1,1,0,0,0,2,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,1,0,0,1,1,2,0,3,"Neg",4,1,0,2,0,0,0,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,1,0,2,1,0,0,1,2,2,0,3,"Neg"
"29",29,0,1,0,0,1,0,0,3,0,0,1,4,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,1,0,1,2,0,3,1,0,0,1,0,0,0,0,"Neg",0,1,1,1,0,1,0,0,1,2,0,2,0,3,0,0,2,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,2,2,0,1,0,0,0,0,2,0,0,0,"Neg"
"30",30,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,1,2,1,0,0,3,0,0,1,0,0,0,0,0,2,3,0,0,2,2,0,0,2,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,1,0,"Neg",1,0,0,1,1,0,0,1,1,2,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,3,1,2,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0,1,0,0,4,0,0,1,0,0,2,0,1,"Neg"
"31",31,1,2,1,1,1,0,0,1,2,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,0,1,0,1,3,0,1,3,"Neg",2,0,2,1,0,0,0,1,2,1,0,2,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2,0,0,1,1,1,1,0,"Neg"
"32",32,2,2,1,1,3,0,0,0,10,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"Neg",0,0,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,2,0,0,1,0,1,0,0,2,1,2,1,0,2,"Neg"
"33",33,0,2,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,2,2,0,3,1,0,2,0,1,0,1,1,1,1,2,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,"Neg",0,0,1,0,2,0,0,1,1,3,0,1,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,2,3,1,0,2,1,0,2,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,2,0,1,0,0,0,"Neg"
"34",34,0,0,2,0,1,1,0,0,3,1,1,1,0,0,0,0,1,0,2,0,1,2,0,1,0,0,0,0,1,0,1,0,1,1,2,0,0,2,0,1,1,1,4,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,"Neg",3,1,1,0,0,2,0,1,3,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,1,0,0,0,0,0,0,1,2,0,1,3,"Neg"
"35",35,3,1,1,1,1,2,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,1,0,2,0,1,0,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,"Neg",0,2,1,1,2,0,0,1,2,0,1,2,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,2,1,3,"Neg"
"36",36,2,0,0,2,0,0,0,0,2,1,0,0,1,0,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,2,0,1,2,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,3,2,0,1,0,2,0,0,"Neg",0,0,0,1,1,0,0,2,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,2,3,0,1,9,"Neg"
"37",37,0,1,0,2,0,0,0,3,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,2,2,1,1,2,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,0,0,2,0,1,"Neg",2,0,2,2,0,0,0,0,3,0,1,2,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,1,1,0,0,1,0,1,2,1,0,1,1,"Neg"
"38",38,2,3,0,2,1,2,0,0,1,0,0,1,1,1,0,1,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,2,0,0,1,"Neg",1,0,1,3,2,0,0,1,2,0,0,0,2,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,2,0,0,0,2,1,1,4,"Neg"
"39",39,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,1,2,0,0,0,1,2,2,0,3,1,0,4,1,"Neg",1,1,1,1,2,1,0,1,1,0,1,1,0,0,1,1,1,3,0,0,2,1,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,1,0,2,1,0,0,"Neg"
"40",40,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,1,0,0,2,0,2,1,0,2,0,0,0,0,0,0,3,1,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,3,1,0,0,1,1,1,3,"Neg",1,2,1,0,1,0,1,4,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,2,1,2,0,0,1,0,0,0,3,0,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,"Neg"
"41",41,4,1,2,3,1,0,0,1,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,2,0,1,0,1,2,"Neg",0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0,4,0,0,0,0,2,0,2,1,1,0,0,0,0,3,0,0,0,1,2,0,1,1,0,0,0,1,2,0,0,0,0,1,1,1,0,2,0,0,2,1,"Neg"
"42",42,0,2,0,1,2,1,0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,2,1,0,2,"Neg",0,1,1,1,2,0,0,0,1,2,1,0,0,1,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,2,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,1,0,"Neg"
"43",43,0,2,0,1,1,2,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,2,0,1,1,3,0,2,1,"Neg",2,3,5,0,1,0,2,0,7,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neg"
"44",44,1,2,0,0,0,3,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,2,0,0,0,0,3,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,2,0,1,0,0,2,0,1,1,0,0,1,1,1,"Neg",4,2,1,0,0,0,0,4,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,0,3,"Neg"
"45",45,0,0,0,2,0,1,0,0,0,0,2,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,2,0,0,0,0,1,3,0,0,1,0,0,2,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,2,"Neg",0,0,2,0,1,1,0,0,2,1,0,2,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,2,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,3,0,1,0,1,2,0,1,0,2,1,0,0,0,0,3,0,0,0,"Neg"
