"","num","AAA.x","GAA.x","CAA.x","TAA.x","AGA.x","GGA.x","CGA.x","TGA.x","ACA.x","GCA.x","CCA.x","TCA.x","ATA.x","GTA.x","CTA.x","TTA.x","AAG.x","GAG.x","CAG.x","TAG.x","AGG.x","GGG.x","CGG.x","TGG.x","ACG.x","GCG.x","CCG.x","TCG.x","ATG.x","GTG.x","CTG.x","TTG.x","AAC.x","GAC.x","CAC.x","TAC.x","AGC.x","GGC.x","CGC.x","TGC.x","ACC.x","GCC.x","CCC.x","TCC.x","ATC.x","GTC.x","CTC.x","TTC.x","AAT.x","GAT.x","CAT.x","TAT.x","AGT.x","GGT.x","CGT.x","TGT.x","ACT.x","GCT.x","CCT.x","TCT.x","ATT.x","GTT.x","CTT.x","TTT.x","class.x","AAA.y","GAA.y","CAA.y","TAA.y","AGA.y","GGA.y","CGA.y","TGA.y","ACA.y","GCA.y","CCA.y","TCA.y","ATA.y","GTA.y","CTA.y","TTA.y","AAG.y","GAG.y","CAG.y","TAG.y","AGG.y","GGG.y","CGG.y","TGG.y","ACG.y","GCG.y","CCG.y","TCG.y","ATG.y","GTG.y","CTG.y","TTG.y","AAC.y","GAC.y","CAC.y","TAC.y","AGC.y","GGC.y","CGC.y","TGC.y","ACC.y","GCC.y","CCC.y","TCC.y","ATC.y","GTC.y","CTC.y","TTC.y","AAT.y","GAT.y","CAT.y","TAT.y","AGT.y","GGT.y","CGT.y","TGT.y","ACT.y","GCT.y","CCT.y","TCT.y","ATT.y","GTT.y","CTT.y","TTT.y","class.y"
"11",11,5,1,2,2,0,0,0,2,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,2,0,1,6,"0",5,3,0,2,1,1,1,1,2,0,0,0,2,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,2,1,0,1,"0"
"12",12,1,3,0,1,4,1,0,0,0,0,0,1,1,0,2,1,2,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,2,0,1,1,1,0,1,0,"0",0,1,0,1,2,1,0,1,0,0,0,2,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,2,0,1,0,1,1,2,2,"0"
"13",13,1,3,2,2,2,0,1,0,1,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,1,0,0,3,1,0,2,0,"0",5,1,3,0,2,1,0,2,1,2,1,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
"14",14,6,0,2,4,0,0,0,0,2,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,4,1,0,2,"0",0,0,0,1,1,1,0,1,2,0,0,0,0,1,1,0,0,1,1,1,2,3,0,2,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,2,0,2,1,0,2,1,0,0,0,0,"0"
"15",15,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,2,1,1,1,1,1,1,2,1,"0",0,2,0,0,1,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,3,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,1,1,0,3,1,0,0,2,1,1,2,0,"0"
"16",16,1,1,0,1,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,3,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,2,0,1,0,3,0,0,1,1,1,1,0,1,"0",3,3,2,0,2,2,0,2,3,0,0,1,0,0,1,0,2,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"0"
"17",17,0,1,1,1,0,0,0,1,1,0,0,2,2,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,2,1,1,0,0,4,1,0,0,1,1,1,0,"0",0,0,3,0,3,0,0,1,1,0,2,2,0,0,0,0,2,2,0,0,1,0,0,2,0,0,0,0,2,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,2,1,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,"0"
"18",18,3,2,1,0,1,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,2,0,1,0,0,1,0,1,0,0,1,1,2,0,0,2,1,0,1,1,0,0,1,1,1,0,1,0,0,3,0,0,0,0,"0",0,2,0,2,0,1,0,1,1,0,1,0,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,2,4,1,0,0,1,0,0,1,0,2,0,0,0,"0"
"19",19,1,1,1,0,2,2,0,2,1,0,2,0,1,1,0,0,1,3,1,1,4,2,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"0",11,1,4,1,0,0,0,1,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"20",20,7,1,1,1,2,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,1,0,1,1,0,0,0,2,0,1,0,1,0,1,2,"0",3,1,1,2,0,1,0,0,4,0,0,1,1,2,0,2,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,1,0,1,0,0,2,0,0,0,"0"
"21",21,1,4,0,1,4,2,0,1,2,0,0,1,0,0,0,1,4,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,"0",3,2,0,2,0,0,0,2,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,2,1,0,0,0,1,1,1,"0"
"22",22,2,1,2,1,0,1,0,1,0,2,1,1,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,3,1,1,1,0,0,0,0,2,0,0,0,2,0,0,1,"0",1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,2,1,2,0,0,2,1,0,0,0,1,0,0,2,0,2,0,2,1,1,0,0,1,2,0,0,1,2,0,0,1,0,1,0,0,0,0,"0"
"23",23,0,0,0,0,2,1,0,2,2,0,0,1,0,2,0,0,0,2,0,3,0,0,1,1,1,1,0,0,2,0,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,1,0,1,0,0,0,0,1,1,1,"0",0,1,0,0,1,2,0,2,0,1,1,1,0,0,0,0,1,1,3,0,2,0,0,2,0,0,0,0,1,1,0,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,1,2,2,"0"
"24",24,1,3,0,1,3,0,0,3,2,2,0,0,0,1,0,1,2,1,3,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,"0",0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,0,0,0,2,2,1,1,0,1,0,0,1,0,0,1,1,0,0,1,2,0,2,0,0,1,2,2,2,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0,0,0,"0"
"25",25,3,2,1,1,2,1,0,1,2,0,1,1,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,"0",5,0,1,0,0,1,0,0,2,2,0,0,2,0,1,1,0,0,0,1,0,0,1,2,0,0,1,0,2,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,"0"
"26",26,2,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,1,0,0,4,2,0,0,7,"0",2,0,1,1,0,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,2,0,1,0,1,1,1,1,1,0,0,3,0,1,0,0,1,1,0,1,1,1,0,0,6,"0"
"27",27,4,2,2,2,1,0,0,1,5,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,"0",0,1,0,0,2,1,0,0,1,3,0,1,0,0,0,0,1,2,4,0,2,0,0,2,0,0,0,0,0,2,1,1,0,1,1,0,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,"0"
"28",28,0,0,0,0,0,2,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,2,1,1,0,0,1,0,1,0,2,0,0,1,1,1,1,1,0,1,2,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2,1,0,1,0,0,0,"0",2,0,2,2,0,0,0,1,1,1,0,1,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,2,1,0,0,1,0,2,2,"0"
"29",29,0,1,0,1,3,1,0,1,2,0,2,0,0,1,1,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,"0",0,1,1,0,5,1,0,1,1,1,0,1,0,0,0,0,2,2,2,0,1,3,0,1,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,"0"
"30",30,11,1,1,2,0,1,0,0,2,0,0,0,1,2,0,1,0,0,1,0,0,2,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,"0",1,1,1,2,2,0,0,1,2,0,0,2,3,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,"0"
"31",31,2,0,1,2,0,0,0,2,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,2,0,0,0,1,1,0,4,"0",4,1,3,1,0,1,0,0,4,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,1,0,0,1,0,0,1,1,2,0,1,0,"0"
"32",32,4,1,0,2,0,1,0,0,1,0,1,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,3,0,0,1,1,1,2,0,0,"0",0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,0,1,3,1,2,1,0,1,0,0,1,1,0,0,1,0,0,2,0,0,5,0,2,0,1,1,"0"
"33",33,1,1,1,3,1,2,0,0,2,1,0,1,1,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,2,0,0,1,0,0,1,0,"0",0,1,0,0,2,0,0,1,2,1,0,0,3,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,2,0,1,0,0,0,1,2,"0"
"34",34,1,0,1,2,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,2,0,0,0,0,1,0,3,1,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,3,0,1,0,1,0,3,"0",1,0,1,0,0,1,0,1,1,0,2,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,2,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,2,0,0,1,0,1,0,0,"0"
"35",35,5,1,1,2,1,0,0,1,1,1,0,1,1,0,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,2,0,0,5,"0",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,1,0,0,1,0,0,0,6,0,0,1,12,"0"
"36",36,0,2,0,0,2,0,0,2,1,0,0,1,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,2,2,0,2,1,1,0,0,0,1,1,1,1,2,0,1,0,"0",4,2,0,2,0,2,0,2,0,0,0,0,1,0,0,1,2,1,0,0,2,2,0,1,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,1,0,2,2,"0"
"37",37,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,0,3,2,0,0,3,2,3,1,3,"0",2,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,2,1,0,0,3,1,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,0,0,2,1,1,2,"0"
"38",38,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,2,0,1,2,3,1,0,1,0,0,0,2,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,3,0,2,1,1,1,0,0,0,"0",0,0,0,3,0,0,0,0,1,1,1,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,0,1,1,1,1,0,2,0,0,1,0,2,1,0,1,2,0,1,2,0,"0"
"39",39,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,1,2,3,0,3,0,0,1,1,3,0,0,1,0,0,0,5,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,"0",3,1,0,2,3,0,0,1,3,0,1,0,2,1,0,1,0,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,3,"0"
"40",40,12,0,4,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,"0",6,2,0,2,1,1,0,2,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,1,2,0,0,1,1,0,0,1,"0"
"41",41,0,1,0,2,1,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,2,0,0,0,0,0,2,2,0,1,2,1,0,3,3,"0",1,1,0,1,2,1,2,1,1,0,0,1,0,0,2,0,0,3,1,1,2,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,"0"
"42",42,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,1,0,0,4,0,0,1,1,0,0,1,1,2,1,0,3,1,0,2,0,1,1,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,"0",1,0,0,4,0,0,0,1,1,0,0,0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,2,2,0,2,1,0,0,0,1,0,1,2,2,0,1,1,"0"
"43",43,0,0,2,1,1,0,0,1,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,2,0,3,1,0,0,3,1,0,1,1,0,0,0,0,0,2,0,2,1,2,0,1,3,"0",0,1,0,0,2,0,0,1,1,0,1,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,2,1,1,1,0,0,1,0,2,1,0,0,1,1,0,2,0,1,0,1,3,"0"
"44",44,0,1,1,2,2,1,1,0,3,0,0,0,1,0,1,0,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,0,2,0,0,2,"0",0,1,0,1,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,4,2,1,0,1,2,1,0,1,0,0,0,0,1,3,0,0,2,1,1,1,2,"0"
"45",45,5,1,1,1,0,0,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,2,0,0,1,1,0,2,0,0,1,0,1,1,0,1,0,1,2,0,0,0,0,"0",10,0,1,4,1,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,"0"
"46",46,0,0,1,1,0,1,0,1,1,0,0,2,0,0,0,1,0,0,1,1,1,2,0,2,0,0,0,0,1,0,2,1,1,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,1,2,0,0,1,1,1,0,1,1,1,2,"0",0,0,0,2,2,2,0,1,3,0,0,0,1,0,2,2,1,3,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,1,1,0,2,"0"
